15#-0.719,-0.465,160.216#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
16#-0.716,-0.47,211.152#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
17#-0.717,-0.47,138.102#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
18#-0.72,-0.472,232.529#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
19#-0.725,-0.469,252.087#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
20#-0.729,-0.465,298.404#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
21#-0.729,-0.466,316.797#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
22#-0.729,-0.468,157.392#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
23#-0.728,-0.469,187.433#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
24#-0.726,-0.47,145.085#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
25#-0.724,-0.47,115.256#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
26#-0.723,-0.47,79.65#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
27#-0.723,-0.469,116.654#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
28#-0.72,-0.469,22.394#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
29#-0.718,-0.47,84.464#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
30#-0.717,-0.472,120.718#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
31#-0.719,-0.471,156.339#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
32#-0.719,-0.471,301.946#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
33#-0.716,-0.472,310.379#-2.429,-1.524;-1.492,0.244;-1.283,-0.134;#1.692,-0.84;1.57,-0.632;0.49,1.761;0.893,1.501;0.14,0.751;2.387,0.624;-0.436,0.296;2.419,-0.35;2.225,-0.122;-1.29,-0.823;-0.495,0.194;1.842,-1.078;#-2.438,-1.829;-2.591,-1.219;-2.591,-0.61;-2.591,-0.0;-2.286,0.61;-2.134,1.219;-1.829,1.524;-1.524,1.829;-0.914,1.981;-0.305,1.981;-0.0,1.676;-0.0,1.067;-0.305,0.61;-0.457,0.152;-0.457,-0.457;-0.457,-1.067;-0.457,-1.676;-0.152,-1.829;0.457,-1.981;1.067,-1.981;1.524,-1.676;1.829,-1.372;1.981,-0.762;1.981,-0.152;1.981,0.457;2.134,1.067;2.286,1.524;#-2.438,-1.829
