arguments: 28 26 3 0.114583 -0.761719 0.0368924 -0.0868056
loading features...

Initializing gridworld of size 28 by 22..
    Num states: 616
    Num actions: 8
recovered reward
-0.09, -0.09, -0.06, -0.03, -0.06, -0.09, -0.09, -0.09, -0.09, 0.02, -0.09, -0.09, -0.09, 0.02, -0.09, -0.09, -0.09, 0.02, -0.09, -0.09, 0.03, -0.09, 0.03, -0.09, -0.09, 0.03, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.06, 0.03, -0.06, -0.09, -0.09, -0.09, -0.09, -0.09, -0.28, -0.47, -0.28, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.03, 0.03, -0.03, -0.09, -0.09, -0.06, -0.03, -0.06, -0.28, -0.47, -0.28, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.01, -0.09, -0.09, -0.02, -0.09, -0.09, 0.01, -0.03, -0.06, -0.09, -0.09, -0.03, 0.03, -0.03, -0.47, -0.85, -0.47, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.05, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.06, -0.03, -0.06, -0.28, -0.47, -0.28, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.28, -0.47, -0.28, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.28, -0.47, -0.28, -0.47, -0.85, -0.47, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.05, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.06, -0.03, -0.44, -0.85, -0.47, -0.28, -0.47, -0.28, -0.44, -0.22, -0.06, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.03, 0.03, -0.22, -0.47, -0.28, -0.09, -0.09, -0.47, -0.79, -0.35, -0.03, -0.09, -0.09, -0.06, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.08, -0.09, -0.09, -0.08, -0.09, -0.09, -0.08, -0.09, -0.09, -0.04, -0.03, -0.06, -0.07, -0.09, -0.09, -0.06, -0.28, -0.44, -0.19, -0.06, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, -0.09, 
-- optimal policy --
v  l  r  v  l  l  l  >  >  ^  <  >  >  ^  <  r  >  ^  <  >  ^  >  L  <  >  R  <  l  
L  <  >  <  <  v  l  R  R  ^  L  >  R  ^  L  r  R  ^  L  R  ^  R  ^  L  R  ^  L  <  
^  L  R  ^  L  L  <  L  R  ^  ^  R  R  L  ^  >  >  ^  <  <  R  ^  L  R  ^  ^  ^  L  
<  <  R  R  R  ^  L  l  R  ^  R  R  ^  ^  R  R  R  ^  L  L  <  L  R  R  >  r  v  l  
^  L  v  R  R  ^  L  <  <  R  R  ^  L  r  r  v  R  R  ^  L  L  <  R  >  r  >  l  <  
r  v  l  l  ^  ^  ^  L  l  r  r  v  r  r  r  v  l  l  l  ^  L  L  >  R  >  R  ^  L  
r  v  l  l  r  r  v  l  <  r  v  l  v  >  >  <  <  <  <  <  l  L  v  >  R  r  v  l  
>  ^  <  <  r  r  v  l  L  r  r  v  l  R  R  ^  L  L  <  l  <  >  r  v  R  >  L  <  
R  ^  L  L  >  >  <  <  L  r  v  l  l  l  R  ^  L  v  l  <  L  R  r  v  l  R  ^  L  
R  ^  L  L  R  R  ^  L  v  >  >  <  <  <  L  R  >  L  <  <  L  r  >  r  <  r  v  l  
R  ^  L  L  R  R  r  v  l  R  ^  L  L  L  L  L  R  ^  L  <  <  r  R  ^  L  >  ^  <  
v  v  l  v  r  r  >  v  <  l  R  ^  L  l  l  l  R  ^  ^  L  <  >  R  R  >  R  ^  L  
v  l  r  v  l  r  R  ^  L  <  r  r  v  l  l  <  R  R  ^  ^  L  R  ^  >  R  r  v  l  
<  <  >  L  <  >  R  ^  L  L  >  >  ^  <  <  L  R  ^  L  ^  ^  L  >  R  >  >  l  <  
^  L  R  ^  L  R  ^  L  L  L  R  R  ^  L  L  l  l  >  r  v  r  v  v  v  >  R  ^  L  
^  ^  L  ^  R  ^  R  ^  L  L  R  R  ^  L  L  <  <  R  >  r  v  v  v  l  R  r  v  l  
^  R  ^  R  R  R  ^  L  ^  r  r  r  v  l  L  L  L  l  R  >  r  v  l  l  R  >  L  <  
r  v  v  r  r  r  r  r  >  >  r  r  v  l  l  r  v  l  l  R  r  v  l  r  v  R  ^  L  
>  r  v  l  r  v  l  r  v  >  >  >  ^  <  l  l  r  v  l  r  >  v  <  >  R  <  ^  ^  
>  >  l  <  >  >  <  >  >  >  R  R  ^  L  <  <  >  v  <  r  R  ^  L  R  ^  L  <  ^  
>  R  ^  L  R  ^  L  R  ^  R  R  R  ^  L  L  L  R  ^  L  >  R  ^  L  L  ^  ^  L  L  
R  ^  ^  R  R  ^  R  ^  R  R  R  ^  L  ^  L  L  L  ^  L  R  R  ^  L  L  L  L  ^  L  
Correct actions (%) : 22.61
Avg angular diffs   : 86.87
