arguments: 26 8 1 0.333611 0.388518 -0.222269 -0.0556019
loading features...

Initializing gridworld of size 28 by 22..
    Num states: 616
    Num actions: 8
recovered reward
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.54, -0.06, -0.06, -0.57, 0.04, 0.14, 0.04, -0.59, -0.06, -0.06, -0.06, -0.61, -0.06, -0.06, -0.63, -0.06, -0.66, -0.06, -0.06, -0.68, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.14, 0.33, 0.14, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.03, 0.11, 0.11, 0.28, 0.11, 0.11, -0.06, 0.14, 0.33, 0.14, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.04, 0.14, 0.04, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.11, 0.28, 0.03, 0.11, 0.03, 0.03, -0.21, 0.04, 0.14, -0.14, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.03, 0.11, 0.03, -0.19, -0.06, 0.04, 0.14, 0.04, -0.06, -0.06, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.14, -0.06, -0.06, -0.17, -0.06, -0.06, 0.03, 0.11, 0.22, 0.33, 0.14, -0.06, -0.06, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.08, -0.06, -0.06, -0.10, -0.06, -0.06, -0.12, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.11, 0.28, 0.21, 0.14, 0.04, -0.06, -0.06, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 0.03, 0.11, 0.03, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 
-0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, -0.06, 
-- optimal policy --
r  r  v  r  r  r  r  r  r  r  r  v  l  l  l  <  r  v  r  r  r  r  v  l  l  l  l  <  
r  r  r  r  r  >  r  r  r  v  >  ^  <  <  l  <  r  r  v  r  r  r  v  l  l  <  <  <  
>  r  r  r  r  r  >  r  r  v  R  ^  L  L  <  r  r  r  v  v  >  >  >  <  <  <  L  <  
r  r  r  r  r  r  r  >  >  v  <  ^  L  L  L  r  r  r  r  v  l  R  ^  L  L  <  <  L  
r  r  r  r  r  r  v  R  R  ^  L  L  <  L  L  >  >  r  r  v  l  l  ^  L  L  L  <  l  
r  r  r  r  r  r  v  l  R  ^  L  L  L  ^  L  R  R  >  >  r  <  l  l  <  L  L  l  v  
>  r  r  >  >  >  v  <  <  L  L  L  L  L  R  R  >  R  R  ^  L  <  <  l  v  l  v  l  
R  >  r  r  v  R  ^  L  L  L  L  L  L  l  >  >  R  R  R  R  ^  L  L  r  r  v  l  l  
>  R  >  r  v  l  l  L  L  <  L  v  l  v  l  R  r  R  R  R  ^  L  L  l  r  v  l  l  
v  r  R  >  v  <  <  l  r  v  v  l  l  r  v  v  v  r  r  v  l  r  r  v  >  >  <  <  
r  r  >  R  ^  L  L  <  r  r  v  l  l  r  r  v  l  r  r  v  l  >  >  <  R  ^  L  L  
r  r  v  R  ^  L  v  l  r  r  v  l  l  r  r  v  l  l  >  ^  <  R  R  ^  L  L  L  L  
r  r  v  l  r  r  v  l  >  >  <  <  <  >  >  ^  <  <  R  ^  L  L  R  ^  L  L  L  L  
>  >  v  <  >  >  r  <  l  R  ^  L  L  R  R  ^  L  L  v  l  L  r  r  v  l  l  l  L  
R  R  ^  L  R  R  r  v  l  l  ^  L  L  R  R  ^  L  r  v  l  l  r  r  v  l  l  l  l  
R  R  ^  L  R  R  >  ^  <  <  l  ^  L  R  r  r  v  >  <  <  <  >  >  v  <  <  l  l  
R  R  ^  L  R  R  R  ^  L  L  <  L  ^  r  >  >  ^  R  ^  L  r  v  R  ^  L  L  <  l  
R  ^  L  R  R  R  R  ^  L  L  L  <  R  >  R  R  ^  L  r  r  r  v  l  l  L  <  L  <  
^  ^  R  R  R  R  R  ^  L  L  L  L  >  R  R  R  ^  r  r  v  >  <  <  <  l  L  ^  L  
^  R  R  R  R  R  ^  ^  ^  ^  L  L  R  R  ^  R  r  >  >  R  R  ^  L  L  <  L  L  ^  
R  >  R  R  ^  L  ^  ^  R  R  ^  L  R  ^  R  >  >  R  R  ^  L  L  L  L  L  L  <  L  
>  R  R  ^  ^  ^  ^  R  R  ^  L  R  ^  R  R  R  R  R  R  ^  L  L  L  L  L  L  L  <  
Correct actions (%) : 8.79
Avg angular diffs   : 85.05
